Ticket_ID,Priority_Level,inferred_severity,mismatch,mismatch_type,severity_delta,Resolution_Time_Hours,Satisfaction_Score,Issue_Category
TKT-101853,Low,Low,0,Consistent,0,43,2,Billing
TKT-101854,Critical,Low,1,False Alarm,-3,55,3,Fraud
TKT-101855,Low,Low,0,Consistent,0,117,5,Account
TKT-101856,High,Low,1,False Alarm,-2,7,5,Technical
TKT-101857,Low,Low,0,Consistent,0,100,5,General Inquiry
TKT-101858,Low,Low,0,Consistent,0,21,4,Account
TKT-101859,Low,Low,0,Consistent,0,9,5,Billing
TKT-101860,Critical,Low,1,False Alarm,-3,1,3,Fraud
TKT-101861,Low,Low,0,Consistent,0,78,5,Account
TKT-101862,Low,Low,0,Consistent,0,49,5,Billing
TKT-101863,Low,Low,0,Consistent,0,23,5,Account
TKT-101864,Low,Low,0,Consistent,0,99,5,General Inquiry
TKT-101865,Medium,Low,1,False Alarm,-1,19,2,Technical
TKT-101866,High,Low,1,False Alarm,-2,2,2,General Inquiry
TKT-101867,Medium,Low,1,False Alarm,-1,8,5,Technical
TKT-101868,Medium,Low,1,False Alarm,-1,7,1,General Inquiry
TKT-101869,Medium,Low,1,False Alarm,-1,120,3,Billing
TKT-101870,Medium,Low,1,False Alarm,-1,16,5,General Inquiry
TKT-101871,Critical,Low,1,False Alarm,-3,3,2,Fraud
TKT-101872,Medium,Medium,0,Consistent,0,65,1,Billing
TKT-101873,High,Low,1,False Alarm,-2,35,3,Billing
TKT-101874,High,Low,1,False Alarm,-2,6,5,General Inquiry
TKT-101875,Medium,Low,1,False Alarm,-1,1,5,General Inquiry
TKT-101876,Low,Low,0,Consistent,0,13,5,Billing
TKT-101877,High,Low,1,False Alarm,-2,6,5,Technical
TKT-101878,Low,Medium,1,Hidden Crisis,1,120,1,Billing
TKT-101879,High,Low,1,False Alarm,-2,1,5,Account
TKT-101880,Low,Low,0,Consistent,0,68,4,General Inquiry
TKT-101881,Medium,Medium,0,Consistent,0,29,2,Technical
TKT-101882,High,Low,1,False Alarm,-2,28,3,Account
TKT-101883,Low,Low,0,Consistent,0,24,5,Account
TKT-101884,High,Low,1,False Alarm,-2,2,5,Technical
TKT-101885,Medium,Low,1,False Alarm,-1,13,4,Technical
TKT-101886,Medium,Low,1,False Alarm,-1,44,5,Account
TKT-101887,Medium,Low,1,False Alarm,-1,48,4,Technical
TKT-101888,Medium,Medium,0,Consistent,0,120,2,Billing
TKT-101889,Low,Medium,1,Hidden Crisis,1,120,1,Billing
TKT-101890,Critical,Low,1,False Alarm,-3,1,3,Fraud
TKT-101891,Low,Low,0,Consistent,0,8,5,Billing
TKT-101892,Low,Medium,1,Hidden Crisis,1,43,5,Technical
TKT-101893,Low,Low,0,Consistent,0,93,5,Account
TKT-101894,Critical,Low,1,False Alarm,-3,32,4,Technical
TKT-101895,Low,Low,0,Consistent,0,73,5,Billing
TKT-101896,Low,Medium,1,Hidden Crisis,1,120,4,Technical
TKT-101897,Low,Low,0,Consistent,0,120,5,Billing
TKT-101898,Low,Medium,1,Hidden Crisis,1,78,5,Account
TKT-101899,Medium,Low,1,False Alarm,-1,6,4,General Inquiry
TKT-101900,Low,Medium,1,Hidden Crisis,1,55,4,Technical
TKT-101901,Low,Low,0,Consistent,0,16,3,Billing
TKT-101902,Low,Low,0,Consistent,0,27,5,General Inquiry
TKT-101903,Low,Low,0,Consistent,0,2,4,Account
TKT-101904,Critical,Low,1,False Alarm,-3,6,2,Fraud
TKT-101905,Low,Low,0,Consistent,0,96,4,General Inquiry
TKT-101906,Low,Medium,1,Hidden Crisis,1,84,5,Technical
TKT-101907,Medium,Low,1,False Alarm,-1,120,5,General Inquiry
TKT-101908,High,Low,1,False Alarm,-2,28,4,General Inquiry
TKT-101909,Low,Low,0,Consistent,0,26,2,Billing
TKT-101910,Medium,Medium,0,Consistent,0,22,5,Technical
TKT-101911,Low,Low,0,Consistent,0,15,5,Account
TKT-101912,High,Low,1,False Alarm,-2,22,4,Technical
TKT-101913,High,Low,1,False Alarm,-2,27,5,Technical
TKT-101914,High,Low,1,False Alarm,-2,25,4,Billing
TKT-101915,Low,Low,0,Consistent,0,10,4,General Inquiry
TKT-101916,Medium,Low,1,False Alarm,-1,39,5,Account
TKT-101917,Low,Low,0,Consistent,0,29,5,General Inquiry
TKT-101918,High,Low,1,False Alarm,-2,6,3,Technical
TKT-101919,Low,Low,0,Consistent,0,53,5,General Inquiry
TKT-101920,Medium,Low,1,False Alarm,-1,16,5,Account
TKT-101921,Medium,Low,1,False Alarm,-1,101,4,Billing
TKT-101922,Low,Low,0,Consistent,0,25,1,Billing
TKT-101923,Low,Low,0,Consistent,0,84,5,Billing
TKT-101924,Medium,Low,1,False Alarm,-1,4,5,Billing
TKT-101925,Medium,Low,1,False Alarm,-1,12,5,Account
TKT-101926,Medium,Low,1,False Alarm,-1,120,5,Account
TKT-101927,Medium,Low,1,False Alarm,-1,38,4,Billing
TKT-101928,Medium,Medium,0,Consistent,0,23,3,Technical
TKT-101929,Medium,Medium,0,Consistent,0,53,5,Account
TKT-101930,Critical,Low,1,False Alarm,-3,4,4,Technical
TKT-101931,Low,Low,0,Consistent,0,42,4,Billing
TKT-101932,Medium,Low,1,False Alarm,-1,45,1,Technical
TKT-101933,Medium,Low,1,False Alarm,-1,18,5,Technical
TKT-101934,Medium,Low,1,False Alarm,-1,13,4,Account
TKT-101935,Low,Low,0,Consistent,0,26,4,Billing
TKT-101936,Low,Low,0,Consistent,0,8,4,Technical
TKT-101937,High,Low,1,False Alarm,-2,7,4,Account
TKT-101938,Low,Low,0,Consistent,0,27,1,Billing
TKT-101939,Low,Medium,1,Hidden Crisis,1,63,5,Technical
TKT-101940,High,Medium,1,False Alarm,-1,43,4,Technical
TKT-101941,Medium,Low,1,False Alarm,-1,2,5,Billing
TKT-101942,Medium,Low,1,False Alarm,-1,69,4,Technical
TKT-101943,Medium,Low,1,False Alarm,-1,108,5,General Inquiry
TKT-101944,Low,Low,0,Consistent,0,3,1,Account
TKT-101945,Low,Low,0,Consistent,0,7,4,Account
TKT-101946,Low,Low,0,Consistent,0,4,4,Account
TKT-101947,High,Low,1,False Alarm,-2,7,5,Account
TKT-101948,Medium,Medium,0,Consistent,0,68,1,Billing
TKT-101949,Medium,Low,1,False Alarm,-1,7,4,Technical
TKT-101950,Medium,Low,1,False Alarm,-1,76,3,General Inquiry
TKT-101951,High,Low,1,False Alarm,-2,19,3,Account
TKT-101952,High,Low,1,False Alarm,-2,24,1,Account
TKT-101953,Medium,Low,1,False Alarm,-1,42,5,General Inquiry
TKT-101954,Low,Medium,1,Hidden Crisis,1,12,3,Billing
TKT-101955,Low,Low,0,Consistent,0,120,5,Account
TKT-101956,Low,Low,0,Consistent,0,58,5,General Inquiry
TKT-101957,Critical,Low,1,False Alarm,-3,7,1,Technical
TKT-101958,Medium,Medium,0,Consistent,0,91,5,Technical
TKT-101959,Low,Medium,1,Hidden Crisis,1,120,2,Billing
TKT-101960,High,Low,1,False Alarm,-2,6,5,Technical
TKT-101961,Medium,Low,1,False Alarm,-1,18,5,General Inquiry
TKT-101962,Medium,Low,1,False Alarm,-1,24,5,Account
TKT-101963,Medium,Low,1,False Alarm,-1,36,5,General Inquiry
TKT-101964,Low,Medium,1,Hidden Crisis,1,120,3,Technical
TKT-101965,Medium,Low,1,False Alarm,-1,54,4,Account
TKT-101966,Low,Low,0,Consistent,0,94,3,Account
TKT-101967,High,Low,1,False Alarm,-2,40,4,Technical
TKT-101968,High,Medium,1,False Alarm,-1,5,1,Technical
TKT-101969,Medium,Low,1,False Alarm,-1,16,5,Account
TKT-101970,Low,Low,0,Consistent,0,11,5,General Inquiry
TKT-101971,Low,Low,0,Consistent,0,120,5,Account
TKT-101972,Low,Low,0,Consistent,0,24,5,Account
TKT-101973,Critical,Low,1,False Alarm,-3,6,4,Technical
TKT-101974,Low,Medium,1,Hidden Crisis,1,26,5,Billing
TKT-101975,Low,Low,0,Consistent,0,120,5,Account
TKT-101976,High,Low,1,False Alarm,-2,7,5,Technical
TKT-101977,Medium,Low,1,False Alarm,-1,5,1,Billing
TKT-101978,Medium,Low,1,False Alarm,-1,30,4,Technical
TKT-101979,Medium,Low,1,False Alarm,-1,68,4,Technical
TKT-101980,Medium,Low,1,False Alarm,-1,35,3,Billing
TKT-101981,Medium,Low,1,False Alarm,-1,28,5,Account
TKT-101982,Low,Low,0,Consistent,0,12,4,General Inquiry
TKT-101983,Low,Low,0,Consistent,0,46,5,Account
TKT-101984,Low,Low,0,Consistent,0,27,5,General Inquiry
TKT-101985,Low,Medium,1,Hidden Crisis,1,100,1,Billing
TKT-101986,Medium,Low,1,False Alarm,-1,1,4,Account
TKT-101987,Medium,Low,1,False Alarm,-1,92,4,General Inquiry
TKT-101988,Medium,Medium,0,Consistent,0,32,5,Technical
TKT-101989,Medium,Medium,0,Consistent,0,17,4,Billing
TKT-101990,Medium,Low,1,False Alarm,-1,75,4,Technical
TKT-101991,Medium,Medium,0,Consistent,0,14,3,Technical
TKT-101992,Medium,Low,1,False Alarm,-1,4,4,Technical
TKT-101993,Medium,Medium,0,Consistent,0,103,4,Technical
TKT-101994,Low,Medium,1,Hidden Crisis,1,120,4,Billing
TKT-101995,High,Low,1,False Alarm,-2,25,5,Billing
TKT-101996,Low,Low,0,Consistent,0,56,2,Billing
TKT-101997,Medium,Low,1,False Alarm,-1,54,4,Account
TKT-101998,Low,Low,0,Consistent,0,120,4,General Inquiry
TKT-101999,Low,Low,0,Consistent,0,120,3,Billing
TKT-102000,Low,Low,0,Consistent,0,6,5,Billing
TKT-102001,Medium,Low,1,False Alarm,-1,11,4,Technical
TKT-102002,Low,Low,0,Consistent,0,91,4,General Inquiry
TKT-102003,Medium,Low,1,False Alarm,-1,49,4,Account
TKT-102004,Low,Low,0,Consistent,0,12,4,Billing
TKT-102005,Low,Low,0,Consistent,0,51,1,Account
TKT-102006,High,Low,1,False Alarm,-2,6,5,Technical
TKT-102007,Low,Medium,1,Hidden Crisis,1,41,3,Billing
TKT-102008,High,Low,1,False Alarm,-2,6,4,General Inquiry
TKT-102009,High,Low,1,False Alarm,-2,55,5,Fraud
TKT-102010,Low,Low,0,Consistent,0,13,5,General Inquiry
TKT-102011,Low,Low,0,Consistent,0,6,5,Billing
TKT-102012,Medium,Medium,0,Consistent,0,82,1,Billing
TKT-102013,Low,Medium,1,Hidden Crisis,1,44,1,Technical
TKT-102014,Medium,Low,1,False Alarm,-1,120,4,General Inquiry
TKT-102015,High,Medium,1,False Alarm,-1,40,4,Technical
TKT-102016,High,Low,1,False Alarm,-2,37,3,Fraud
TKT-102017,Critical,Low,1,False Alarm,-3,8,4,Technical
TKT-102018,Critical,Low,1,False Alarm,-3,5,1,Fraud
TKT-102019,Low,Medium,1,Hidden Crisis,1,91,5,Technical
TKT-102020,Low,Low,0,Consistent,0,18,4,General Inquiry
TKT-102021,Medium,Medium,0,Consistent,0,69,3,Technical
TKT-102022,Low,Low,0,Consistent,0,26,5,Billing
TKT-102023,Low,Medium,1,Hidden Crisis,1,63,2,Billing
TKT-102024,Low,Low,0,Consistent,0,42,5,Account
TKT-102025,Medium,Low,1,False Alarm,-1,16,5,General Inquiry
TKT-102026,Medium,Medium,0,Consistent,0,48,5,Technical
TKT-102027,Medium,Low,1,False Alarm,-1,63,4,Account
TKT-102028,Medium,Low,1,False Alarm,-1,15,5,Technical
TKT-102029,Medium,Medium,0,Consistent,0,48,4,Technical
TKT-102030,Low,Low,0,Consistent,0,1,4,Account
TKT-102031,High,Low,1,False Alarm,-2,3,5,General Inquiry
TKT-102032,Low,Low,0,Consistent,0,10,5,Billing
TKT-102033,Medium,Low,1,False Alarm,-1,43,5,Technical
TKT-102034,High,Low,1,False Alarm,-2,15,4,Technical
TKT-102035,Low,Low,0,Consistent,0,120,3,Account
TKT-102036,Medium,Low,1,False Alarm,-1,9,5,Technical
TKT-102037,Medium,Medium,0,Consistent,0,120,3,Technical
TKT-102038,Medium,Low,1,False Alarm,-1,119,4,Account
TKT-102039,Critical,Low,1,False Alarm,-3,46,4,Technical
TKT-102040,Medium,Medium,0,Consistent,0,71,2,Billing
TKT-102041,Low,Low,0,Consistent,0,11,4,Technical
TKT-102042,High,Low,1,False Alarm,-2,46,5,Technical
TKT-102043,High,Low,1,False Alarm,-2,5,4,Fraud
TKT-102044,Medium,Low,1,False Alarm,-1,52,2,Billing
TKT-102045,Critical,Low,1,False Alarm,-3,5,5,Fraud
TKT-102046,Low,Low,0,Consistent,0,12,1,Billing
TKT-102047,Medium,Low,1,False Alarm,-1,21,5,Technical
TKT-102048,Medium,Low,1,False Alarm,-1,4,5,Account
TKT-102049,Medium,Low,1,False Alarm,-1,13,5,Account
TKT-102050,Medium,Low,1,False Alarm,-1,14,4,Technical
TKT-102051,Low,Low,0,Consistent,0,62,3,General Inquiry
TKT-102052,High,Low,1,False Alarm,-2,4,5,Billing
TKT-102053,Medium,Medium,0,Consistent,0,120,2,Billing
TKT-102054,High,Low,1,False Alarm,-2,8,1,General Inquiry
TKT-102055,High,Low,1,False Alarm,-2,2,4,General Inquiry
TKT-102056,High,Medium,1,False Alarm,-1,43,5,Technical
TKT-102057,High,Low,1,False Alarm,-2,33,4,General Inquiry
TKT-102058,Low,Medium,1,Hidden Crisis,1,38,5,Technical
TKT-102059,Low,Low,0,Consistent,0,114,5,Billing
TKT-102060,Critical,Low,1,False Alarm,-3,6,5,Technical
TKT-102061,Medium,Low,1,False Alarm,-1,36,5,Account
TKT-102062,Low,Low,0,Consistent,0,120,5,General Inquiry
TKT-102063,High,Low,1,False Alarm,-2,15,2,Fraud
TKT-102064,Medium,Medium,0,Consistent,0,10,5,Technical
TKT-102065,Low,Low,0,Consistent,0,50,2,Account
TKT-102066,Low,Low,0,Consistent,0,27,5,Account
TKT-102067,Medium,Medium,0,Consistent,0,31,4,Technical
TKT-102068,Medium,Low,1,False Alarm,-1,1,1,Billing
TKT-102069,Low,Low,0,Consistent,0,38,3,General Inquiry
TKT-102070,Low,Medium,1,Hidden Crisis,1,6,2,Billing
TKT-102071,Medium,Low,1,False Alarm,-1,76,4,General Inquiry
TKT-102072,Low,Medium,1,Hidden Crisis,1,71,1,Billing
TKT-102073,Medium,Low,1,False Alarm,-1,15,4,Account
TKT-102074,Medium,Medium,0,Consistent,0,109,2,Account
TKT-102075,Low,Low,0,Consistent,0,56,4,Billing
TKT-102076,Low,Medium,1,Hidden Crisis,1,95,2,Billing
TKT-102077,Medium,Low,1,False Alarm,-1,2,4,Technical
TKT-102078,Medium,Medium,0,Consistent,0,57,3,Technical
TKT-102079,High,Low,1,False Alarm,-2,21,3,Billing
TKT-102080,Medium,Low,1,False Alarm,-1,48,5,General Inquiry
TKT-102081,Low,Medium,1,Hidden Crisis,1,74,2,Account
TKT-102082,Low,Low,0,Consistent,0,33,1,Technical
TKT-102083,Low,Low,0,Consistent,0,26,3,Billing
TKT-102084,Medium,Low,1,False Alarm,-1,90,4,Account
TKT-102085,Low,Low,0,Consistent,0,80,4,Account
TKT-102086,Medium,Low,1,False Alarm,-1,57,5,Billing
TKT-102087,Critical,Low,1,False Alarm,-3,2,5,Fraud
TKT-102088,Medium,Low,1,False Alarm,-1,4,4,General Inquiry
TKT-102089,Low,Low,0,Consistent,0,1,5,General Inquiry
TKT-102090,Medium,Low,1,False Alarm,-1,15,3,Account
TKT-102091,Low,Low,0,Consistent,0,120,4,Technical
TKT-102092,High,Low,1,False Alarm,-2,76,5,Technical
TKT-102093,Medium,Low,1,False Alarm,-1,40,4,General Inquiry
TKT-102094,Medium,Low,1,False Alarm,-1,2,5,Technical
TKT-102095,Medium,Low,1,False Alarm,-1,14,4,Technical
TKT-102096,Medium,Low,1,False Alarm,-1,1,4,Technical
TKT-102097,High,Low,1,False Alarm,-2,7,3,General Inquiry
TKT-102098,Medium,Low,1,False Alarm,-1,56,4,Account
TKT-102099,Low,Low,0,Consistent,0,48,5,Account
TKT-102100,Low,Low,0,Consistent,0,44,5,General Inquiry
TKT-102101,Medium,Low,1,False Alarm,-1,38,5,General Inquiry
TKT-102102,Medium,Medium,0,Consistent,0,69,5,Technical
TKT-102103,Critical,Low,1,False Alarm,-3,12,2,Technical
TKT-102104,High,Low,1,False Alarm,-2,61,4,General Inquiry
TKT-102105,Low,Low,0,Consistent,0,24,4,Account
TKT-102106,Low,Medium,1,Hidden Crisis,1,73,1,General Inquiry
TKT-102107,Low,Low,0,Consistent,0,104,4,Account
TKT-102108,Low,Medium,1,Hidden Crisis,1,7,5,Billing
TKT-102109,Low,Medium,1,Hidden Crisis,1,120,1,Billing
TKT-102110,Low,Low,0,Consistent,0,35,5,General Inquiry
TKT-102111,Low,Low,0,Consistent,0,35,1,General Inquiry
TKT-102112,Low,Medium,1,Hidden Crisis,1,31,1,Billing
TKT-102113,High,Medium,1,False Alarm,-1,49,5,Technical
TKT-102114,Medium,Low,1,False Alarm,-1,5,5,General Inquiry
TKT-102115,High,Low,1,False Alarm,-2,4,1,Fraud
TKT-102116,High,Low,1,False Alarm,-2,39,4,Technical
TKT-102117,Medium,Low,1,False Alarm,-1,3,4,General Inquiry
TKT-102118,Low,Low,0,Consistent,0,25,5,Account
TKT-102119,Low,Low,0,Consistent,0,3,5,Technical
TKT-102120,High,Low,1,False Alarm,-2,11,5,Account
TKT-102121,Low,Low,0,Consistent,0,56,4,Account
TKT-102122,Low,Medium,1,Hidden Crisis,1,74,5,Technical
TKT-102123,Low,Low,0,Consistent,0,9,4,General Inquiry
TKT-102124,Medium,Low,1,False Alarm,-1,3,4,Account
TKT-102125,Low,Medium,1,Hidden Crisis,1,120,2,Technical
TKT-102126,Medium,Low,1,False Alarm,-1,65,4,Technical
TKT-102127,Low,Medium,1,Hidden Crisis,1,78,5,Technical
TKT-102128,High,Low,1,False Alarm,-2,6,5,General Inquiry
TKT-102129,Medium,Low,1,False Alarm,-1,9,1,Billing
TKT-102130,High,Low,1,False Alarm,-2,1,1,Billing
TKT-102131,Medium,Low,1,False Alarm,-1,21,5,Account
TKT-102132,Low,Low,0,Consistent,0,24,5,General Inquiry
TKT-102133,Medium,Low,1,False Alarm,-1,22,5,Billing
TKT-102134,High,Medium,1,False Alarm,-1,29,4,Technical
TKT-102135,Medium,Low,1,False Alarm,-1,26,2,General Inquiry
TKT-102136,Low,Medium,1,Hidden Crisis,1,120,2,Billing
TKT-102137,Medium,Low,1,False Alarm,-1,16,4,Technical
TKT-102138,Low,Low,0,Consistent,0,113,5,General Inquiry
TKT-102139,Critical,Low,1,False Alarm,-3,9,4,Technical
TKT-102140,Low,Low,0,Consistent,0,51,4,General Inquiry
TKT-102141,Low,Low,0,Consistent,0,17,2,Billing
TKT-102142,Medium,Low,1,False Alarm,-1,14,4,Account
TKT-102143,Critical,Low,1,False Alarm,-3,9,4,Technical
TKT-102144,Low,Low,0,Consistent,0,120,5,Account
TKT-102145,High,Medium,1,False Alarm,-1,2,5,Technical
TKT-102146,Low,Low,0,Consistent,0,29,4,Account
TKT-102147,Low,Low,0,Consistent,0,16,4,General Inquiry
TKT-102148,Medium,Low,1,False Alarm,-1,120,5,General Inquiry
TKT-102149,Critical,Low,1,False Alarm,-3,8,4,Technical
TKT-102150,High,Low,1,False Alarm,-2,27,5,Account
TKT-102151,Low,Low,0,Consistent,0,55,5,Technical
TKT-102152,Critical,Low,1,False Alarm,-3,2,2,Technical
TKT-102153,Low,Low,0,Consistent,0,10,4,Account
TKT-102154,High,Low,1,False Alarm,-2,29,5,Technical
TKT-102155,Medium,Low,1,False Alarm,-1,22,4,General Inquiry
TKT-102156,Medium,Low,1,False Alarm,-1,13,4,General Inquiry
TKT-102157,Low,Low,0,Consistent,0,13,1,Billing
TKT-102158,Low,Low,0,Consistent,0,56,2,Billing
TKT-102159,Medium,Low,1,False Alarm,-1,75,4,Technical
TKT-102160,Medium,Low,1,False Alarm,-1,56,4,Account
TKT-102161,Medium,Low,1,False Alarm,-1,37,1,Billing
TKT-102162,Medium,Low,1,False Alarm,-1,35,4,Account
TKT-102163,Low,Low,0,Consistent,0,39,5,General Inquiry
TKT-102164,Medium,Low,1,False Alarm,-1,18,4,Account
TKT-102165,Low,Low,0,Consistent,0,26,4,General Inquiry
TKT-102166,Critical,Low,1,False Alarm,-3,33,4,Technical
TKT-102167,Medium,Low,1,False Alarm,-1,14,4,Billing
TKT-102168,High,Medium,1,False Alarm,-1,33,4,Technical
TKT-102169,Medium,Medium,0,Consistent,0,86,1,Billing
TKT-102170,Low,Low,0,Consistent,0,10,4,General Inquiry
TKT-102171,Medium,Medium,0,Consistent,0,29,4,Technical
TKT-102172,Low,Low,0,Consistent,0,38,5,Billing
TKT-102173,Medium,Medium,0,Consistent,0,57,5,Technical
TKT-102174,Low,Medium,1,Hidden Crisis,1,120,1,Billing
TKT-102175,Low,Low,0,Consistent,0,19,1,Billing
TKT-102176,Low,Low,0,Consistent,0,5,5,Billing
TKT-102177,High,Medium,1,False Alarm,-1,35,2,Technical
TKT-102178,Medium,Medium,0,Consistent,0,22,2,Billing
TKT-102179,High,Low,1,False Alarm,-2,8,5,Technical
TKT-102180,Medium,Low,1,False Alarm,-1,2,2,Technical
TKT-102181,Low,Low,0,Consistent,0,17,4,General Inquiry
TKT-102182,Low,Medium,1,Hidden Crisis,1,103,3,Technical
TKT-102183,High,Medium,1,False Alarm,-1,34,2,Billing
TKT-102184,Medium,Low,1,False Alarm,-1,47,5,Billing
TKT-102185,Low,Low,0,Consistent,0,36,5,General Inquiry
TKT-102186,Low,Low,0,Consistent,0,57,5,Technical
TKT-102187,Critical,Low,1,False Alarm,-3,3,4,Technical
TKT-102188,Medium,Medium,0,Consistent,0,28,4,Billing
TKT-102189,Low,Low,0,Consistent,0,10,5,Account
TKT-102190,High,Low,1,False Alarm,-2,17,4,Technical
TKT-102191,Medium,Low,1,False Alarm,-1,5,5,Technical
TKT-102192,Low,Low,0,Consistent,0,45,4,General Inquiry
TKT-102193,Medium,Medium,0,Consistent,0,53,3,Technical
TKT-102194,Medium,Low,1,False Alarm,-1,120,5,Technical
TKT-102195,Low,Low,0,Consistent,0,98,4,General Inquiry
TKT-102196,High,Low,1,False Alarm,-2,20,5,Account
TKT-102197,High,Low,1,False Alarm,-2,3,4,Technical
TKT-102198,Low,Low,0,Consistent,0,120,5,Technical
TKT-102199,Medium,Low,1,False Alarm,-1,21,5,Technical
TKT-102200,Low,Low,0,Consistent,0,35,5,Billing
TKT-102201,Low,Medium,1,Hidden Crisis,1,112,1,Technical
TKT-102202,Low,Low,0,Consistent,0,9,2,Account
TKT-102203,Low,Medium,1,Hidden Crisis,1,120,1,Billing
TKT-102204,Medium,Low,1,False Alarm,-1,63,3,General Inquiry
TKT-102205,Low,Low,0,Consistent,0,22,5,Account
TKT-102206,Low,Medium,1,Hidden Crisis,1,120,2,General Inquiry
TKT-102207,Low,Low,0,Consistent,0,59,5,Billing
TKT-102208,High,Low,1,False Alarm,-2,9,2,General Inquiry
TKT-102209,Medium,Low,1,False Alarm,-1,9,5,Technical
TKT-102210,Medium,Medium,0,Consistent,0,105,4,Technical
TKT-102211,Critical,Low,1,False Alarm,-3,17,4,Technical
TKT-102212,High,Low,1,False Alarm,-2,57,3,Account
TKT-102213,Medium,Low,1,False Alarm,-1,17,5,Technical
TKT-102214,Medium,Medium,0,Consistent,0,13,3,Billing
TKT-102215,Low,Low,0,Consistent,0,4,3,Billing
TKT-102216,Low,Low,0,Consistent,0,7,2,Billing
TKT-102217,Low,Low,0,Consistent,0,84,4,Account
TKT-102218,Low,Low,0,Consistent,0,29,5,General Inquiry
TKT-102219,High,Low,1,False Alarm,-2,7,3,Fraud
TKT-102220,High,Low,1,False Alarm,-2,13,4,Account
TKT-102221,Medium,Medium,0,Consistent,0,30,4,Technical
TKT-102222,Medium,Medium,0,Consistent,0,93,5,Technical
TKT-102223,Low,Low,0,Consistent,0,8,5,General Inquiry
TKT-102224,Medium,Medium,0,Consistent,0,24,5,Technical
TKT-102225,Medium,Low,1,False Alarm,-1,29,5,Account
TKT-102226,Medium,Medium,0,Consistent,0,95,5,Billing
TKT-102227,Low,Low,0,Consistent,0,23,5,Technical
TKT-102228,Low,Medium,1,Hidden Crisis,1,120,2,Billing
TKT-102229,High,Low,1,False Alarm,-2,13,4,Technical
TKT-102230,High,Low,1,False Alarm,-2,25,5,Technical
TKT-102231,Medium,Low,1,False Alarm,-1,13,4,General Inquiry
TKT-102232,Low,Medium,1,Hidden Crisis,1,120,1,Billing
TKT-102233,High,Low,1,False Alarm,-2,18,4,Account
TKT-102234,Medium,Low,1,False Alarm,-1,82,4,Billing
TKT-102235,Medium,Medium,0,Consistent,0,96,2,Account
TKT-102236,High,Low,1,False Alarm,-2,23,4,Technical
TKT-102237,High,Low,1,False Alarm,-2,25,5,Account
TKT-102238,High,Low,1,False Alarm,-2,36,4,General Inquiry
TKT-102239,Medium,Medium,0,Consistent,0,51,4,Account
TKT-102240,Low,Low,0,Consistent,0,81,5,Billing
TKT-102241,Medium,Low,1,False Alarm,-1,38,5,Account
TKT-102242,Critical,Low,1,False Alarm,-3,2,4,Technical
TKT-102243,Low,Low,0,Consistent,0,58,4,General Inquiry
TKT-102244,Low,Low,0,Consistent,0,44,1,Billing
TKT-102245,Medium,Medium,0,Consistent,0,120,2,Billing
TKT-102246,Medium,Low,1,False Alarm,-1,10,5,Technical
TKT-102247,Low,Low,0,Consistent,0,5,1,Billing
TKT-102248,Low,Low,0,Consistent,0,4,5,Billing
TKT-102249,Low,Medium,1,Hidden Crisis,1,120,2,General Inquiry
TKT-102250,Critical,Low,1,False Alarm,-3,13,5,Technical
TKT-102251,High,Medium,1,False Alarm,-1,38,5,Technical
TKT-102252,Low,Low,0,Consistent,0,9,5,General Inquiry
TKT-102253,Medium,Low,1,False Alarm,-1,69,4,Billing
TKT-102254,Low,Medium,1,Hidden Crisis,1,89,2,Account
TKT-102255,Medium,Medium,0,Consistent,0,120,4,Billing
TKT-102256,High,Medium,1,False Alarm,-1,85,4,Technical
TKT-102257,Medium,Medium,0,Consistent,0,41,4,Technical
TKT-102258,Medium,Medium,0,Consistent,0,76,5,Technical
TKT-102259,Medium,Low,1,False Alarm,-1,120,4,Billing
TKT-102260,Low,Low,0,Consistent,0,120,5,Account
TKT-102261,Critical,Low,1,False Alarm,-3,5,3,Fraud
TKT-102262,Medium,Low,1,False Alarm,-1,11,5,Account
TKT-102263,Low,Medium,1,Hidden Crisis,1,16,2,Billing
TKT-102264,Low,Low,0,Consistent,0,54,1,General Inquiry
TKT-102265,Low,Low,0,Consistent,0,34,1,Billing
TKT-102266,Low,Low,0,Consistent,0,9,4,Account
TKT-102267,High,Low,1,False Alarm,-2,20,4,Technical
TKT-102268,Medium,Medium,0,Consistent,0,90,5,Technical
TKT-102269,High,Low,1,False Alarm,-2,11,5,General Inquiry
TKT-102270,Low,Low,0,Consistent,0,6,5,General Inquiry
TKT-102271,Critical,Medium,1,False Alarm,-2,29,5,Technical
TKT-102272,High,Medium,1,False Alarm,-1,3,3,Billing
TKT-102273,Low,Low,0,Consistent,0,33,5,Technical
TKT-102274,Medium,Low,1,False Alarm,-1,46,4,Account
TKT-102275,Medium,Low,1,False Alarm,-1,62,5,General Inquiry
TKT-102276,Medium,Low,1,False Alarm,-1,120,5,Account
TKT-102277,Low,Low,0,Consistent,0,14,4,Technical
TKT-102278,Medium,Low,1,False Alarm,-1,1,5,Technical
TKT-102279,High,Low,1,False Alarm,-2,29,5,Fraud
TKT-102280,Medium,Low,1,False Alarm,-1,19,4,General Inquiry
TKT-102281,High,Low,1,False Alarm,-2,26,3,General Inquiry
TKT-102282,Low,Medium,1,Hidden Crisis,1,107,5,Technical
TKT-102283,Medium,Medium,0,Consistent,0,120,5,Billing
